Node	HOG	change	pvalue	direction	significant
21	N0.HOG0012856	-1	0.0450356	contraction	TRUE
21	N0.HOG0013281	-1	0.0450356	contraction	TRUE
21	N0.HOG0013479	-1	0.0450356	contraction	TRUE
21	N0.HOG0013842	-1	0.0450356	contraction	TRUE
21	N0.HOG0013844	-1	0.0450356	contraction	TRUE
21	N0.HOG0013846	-1	0.0450356	contraction	TRUE
21	N0.HOG0013853	-1	0.0450356	contraction	TRUE
21	N0.HOG0015154	-1	0.0450356	contraction	TRUE
21	N0.HOG0015161	-1	0.0450356	contraction	TRUE
21	N0.HOG0015305	-1	0.0450356	contraction	TRUE
21	N0.HOG0015316	-1	0.0450356	contraction	TRUE
21	N0.HOG0016968	-1	0.0450356	contraction	TRUE
21	N0.HOG0017441	-1	0.0450356	contraction	TRUE
21	N0.HOG0018187	-1	0.0450356	contraction	TRUE
21	N0.HOG0000236	1	0.0458698	expansion	TRUE
21	N0.HOG0000373	1	0.0458698	expansion	TRUE
21	N0.HOG0000036	1	0.0609907	expansion	FALSE
21	N0.HOG0000028	1	0.0759384	expansion	FALSE
21	N0.HOG0000048	-1	0.0865123	contraction	FALSE
21	N0.HOG0000171	-1	0.0865123	contraction	FALSE
21	N0.HOG0000728	-1	0.0865123	contraction	FALSE
21	N0.HOG0000851	-1	0.0865123	contraction	FALSE
21	N0.HOG0000883	-1	0.0865123	contraction	FALSE
21	N0.HOG0009032	-1	0.0865123	contraction	FALSE
21	N0.HOG0000114	-1	0.124759	contraction	FALSE
21	N0.HOG0000331	-1	0.124759	contraction	FALSE
21	N0.HOG0000104	-1	0.160073	contraction	FALSE
22	N0.HOG0000217	1		expansion	FALSE
22	N0.HOG0000458	1		expansion	FALSE
22	N0.HOG0000560	1		expansion	FALSE
22	N0.HOG0000635	1		expansion	FALSE
22	N0.HOG0001093	1		expansion	FALSE
22	N0.HOG0001164	1		expansion	FALSE
22	N0.HOG0001184	1		expansion	FALSE
22	N0.HOG0001298	1		expansion	FALSE
22	N0.HOG0001469	1		expansion	FALSE
22	N0.HOG0001473	1		expansion	FALSE
22	N0.HOG0002160	1		expansion	FALSE
22	N0.HOG0002631	1		expansion	FALSE
22	N0.HOG0000130	-1		contraction	FALSE
22	N0.HOG0000180	-1		contraction	FALSE
22	N0.HOG0000680	-1		contraction	FALSE
22	N0.HOG0000716	-1		contraction	FALSE
22	N0.HOG0000852	-1		contraction	FALSE
22	N0.HOG0008338	-1		contraction	FALSE
22	N0.HOG0008703	-1		contraction	FALSE
22	N0.HOG0009216	-1		contraction	FALSE
22	N0.HOG0009565	-1		contraction	FALSE
22	N0.HOG0010533	-1		contraction	FALSE
22	N0.HOG0010770	-1		contraction	FALSE
22	N0.HOG0011485	-1		contraction	FALSE
22	N0.HOG0012813	-1		contraction	FALSE
22	N0.HOG0018176	-1		contraction	FALSE
22	N0.HOG0023697	-1		contraction	FALSE
22	N0.HOG0000236	4	2.08742e-06	expansion	TRUE
22	N0.HOG0000053	3	1.27567e-05	expansion	TRUE
22	N0.HOG0000346	2	0.00017522	expansion	TRUE
22	N0.HOG0000175	3	0.000278725	expansion	TRUE
22	N0.HOG0000159	-2	0.000573225	contraction	TRUE
22	N0.HOG0000059	2	0.00557313	expansion	TRUE
22	N0.HOG0000149	1	0.00935839	expansion	TRUE
22	N0.HOG0000738	1	0.00935839	expansion	TRUE
22	N0.HOG0000780	1	0.00935839	expansion	TRUE
22	N0.HOG0000803	1	0.00935839	expansion	TRUE
22	N0.HOG0001447	1	0.00935839	expansion	TRUE
22	N0.HOG0001532	1	0.00935839	expansion	TRUE
22	N0.HOG0001831	1	0.00935839	expansion	TRUE
22	N0.HOG0005916	1	0.00935839	expansion	TRUE
22	N0.HOG0009111	1	0.00935839	expansion	TRUE
22	N0.HOG0010022	1	0.00935839	expansion	TRUE
22	N0.HOG0000186	-1	0.0277344	contraction	TRUE
22	N0.HOG0000264	-1	0.0277344	contraction	TRUE
22	N0.HOG0000984	-1	0.0277344	contraction	TRUE
22	N0.HOG0001758	-1	0.0277344	contraction	TRUE
22	N0.HOG0008381	-1	0.0277344	contraction	TRUE
22	N0.HOG0009192	-1	0.0277344	contraction	TRUE
22	N0.HOG0009637	-1	0.0277344	contraction	TRUE
22	N0.HOG0009708	-1	0.0277344	contraction	TRUE
