HOG	n_species_present	n_max	n_min	total_genes	differential	exclusion_reason	excluded
N0.HOG0009552	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009553	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009554	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009569	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009571	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009573	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009576	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009577	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009578	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009579	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009580	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009586	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009587	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009589	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009590	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009594	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009602	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009603	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009610	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009611	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009612	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009613	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009615	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009623	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009629	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009630	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009631	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009633	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009636	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009640	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009642	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009643	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009644	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009645	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009646	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009647	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009673	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009677	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009679	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009685	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009687	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009688	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009689	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009691	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009693	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009695	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009696	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009703	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009704	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009705	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009706	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009707	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009709	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009711	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009712	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009713	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009715	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009723	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009725	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009726	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009727	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009728	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009729	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009741	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009744	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009747	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009748	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009749	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009751	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009757	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009758	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009769	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009770	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009773	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009774	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009775	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009778	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009781	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009782	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009783	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009784	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009785	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009796	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009799	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009800	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009802	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009803	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009806	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009808	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009810	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009811	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009812	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009814	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009815	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009816	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009817	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009818	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009819	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009820	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009824	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009827	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009836	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009839	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009840	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009849	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009850	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009851	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009852	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009853	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009854	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009855	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009856	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009858	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009860	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009864	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009877	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009882	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009886	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009887	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009888	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009890	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009892	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009893	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009894	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009895	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009896	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009897	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009899	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009908	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009909	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009912	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009913	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009918	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009919	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009920	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009921	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009922	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009923	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009925	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009926	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009927	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009928	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009929	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009930	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009931	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009932	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009934	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009935	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009947	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009948	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009949	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009950	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009951	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009955	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009956	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009957	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009959	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009960	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009961	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009962	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009963	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009965	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009966	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009967	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009970	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009983	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009985	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009988	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009990	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009994	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009995	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009996	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009997	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0009998	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010001	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010005	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010014	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010015	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010018	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010023	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010024	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010025	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010027	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010030	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010031	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010034	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010035	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010037	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010038	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010040	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010042	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010057	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010058	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010059	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010068	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010070	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010071	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010072	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010073	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010074	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010075	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010077	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010078	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010082	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010083	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010088	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010090	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010092	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010093	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010097	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010099	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010101	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010103	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010104	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010105	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010106	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010107	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010108	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010109	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010111	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010112	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010113	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010118	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010128	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010129	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010130	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010132	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010134	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010135	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010140	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010142	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010144	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010146	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010147	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010148	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010149	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010150	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010151	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010152	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010153	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010154	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010155	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010156	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010158	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010159	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010160	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010161	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010163	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010175	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010184	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010185	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010187	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010191	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010193	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010194	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010195	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010196	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010197	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010198	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010200	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010201	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010202	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010204	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010205	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010206	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010207	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010208	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010209	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010211	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010213	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010224	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010227	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010231	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010232	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010234	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010235	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010236	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010237	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010241	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010242	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010243	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010244	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010245	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010246	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010247	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010248	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010249	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010250	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010251	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010252	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010253	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010254	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010255	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010256	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010257	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010258	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010259	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010261	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010263	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010264	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010266	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010268	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010269	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010270	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010271	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010275	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010276	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010278	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010287	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010289	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010290	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010291	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010292	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010298	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010299	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010300	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010301	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010302	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010305	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010306	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010308	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010309	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010310	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010311	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010312	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010313	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010314	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010315	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010316	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010317	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010318	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010321	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010322	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010323	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010324	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010325	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010326	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010328	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010339	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010340	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010342	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010343	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010344	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010345	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010350	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010351	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010352	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010355	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010358	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010359	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010363	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010364	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010365	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010366	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010367	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010368	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010369	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010370	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010371	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010374	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010375	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010376	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010379	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010380	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010381	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010382	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010399	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010402	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010405	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010411	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010413	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010414	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010415	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010416	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010419	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010420	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010421	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010422	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010423	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010424	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010425	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010426	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010428	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010429	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010431	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010432	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010434	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010435	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010438	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010439	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010444	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010450	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010460	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010463	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010472	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010473	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010474	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010476	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010481	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010482	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010483	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010484	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010485	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010486	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010487	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010488	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010489	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010490	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010491	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010492	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010493	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010495	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010496	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010497	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010499	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010500	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010502	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010503	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010507	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010508	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010510	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010511	0	0	0	0	0	empty_after_subset	TRUE
N0.HOG0010517	0	0	0	0	0	empty_after_subset	TRUE
