gene_dmel,symbol_dmel,description_dmel,genetype_dmel,highest_tissue_Female,highest_tissue_Larva,highest_tissue_Male,top_log2_enrich_Female,top_log2_enrich_Larva,top_log2_enrich_Male,tau_Female,tau_Larva,tau_Male
FBgn0000442,Pkg21D,"Protein kinase, cGMP-dependent at 21D",PROTEIN_CODING,Hindgut,Tubule,Tubule,5.907681508529479,4.283142069147551,4.100874933996057,0.8623466959546037,0.8024475524475525,0.8395353416026776
FBgn0000447,Dhod,Dihydroorotate dehydrogenase,PROTEIN_CODING,Ovary,Fat Body,Tubule,0.38438322067365127,1.3235368387055155,-0.675490252760159,0.3672385620915033,0.5306492059069379,0.30163459901242984
FBgn0000448,Hr3,Hormone receptor 3,PROTEIN_CODING,Ganglion,Midgut,Brain,2.2383108725992464,1.0123824701248914,1.286562559583001,0.7780349794238683,0.7542735042735043,0.7560399159663865
FBgn0000449,dib,disembodied,PROTEIN_CODING,Ovary,Fat Body,Ganglion,0.5279305275095412,-2.5849474727573925,3.087399194718061,0.8366935483870968,0.75,0.6974789915966387
FBgn0000451,ect,ectodermal,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,5.2471815194659985,3.720370202122095,5.466439418170246,0.9864158492514197,0.9800242130750605,0.9871047772905607
FBgn0000454,Dip-B,Dipeptidase B,PROTEIN_CODING,Tubule,Tubule,Tubule,1.2841434186555647,2.0455665939707215,2.499628931678748,0.7245111731843575,0.765022860875245,0.8054862121113452
FBgn0000455,Dip-C,Dipeptidase C,PROTEIN_CODING,Midgut,Midgut,Midgut,2.8027352584240783,1.9779002867282205,2.231331844115221,0.8147393017502061,0.8480530647340622,0.739124773960217
FBgn0000459,disco,disconnected,PROTEIN_CODING,Eye,Hindgut,Eye,2.441154749409022,1.2410055773151059,0.7004393328060945,0.8707507082152974,0.9166666666666667,0.7472527472527473
FBgn0000463,Delta,Delta,PROTEIN_CODING,Ovary,Hindgut,Hindgut,0.4150374602448908,-1.560214865450775,1.6173106168821527,0.8917410714285714,0.5255102040816326,0.8777320240734875
FBgn0000464,Lar,Leukocyte-antigen-related-like,PROTEIN_CODING,Brain,Salivary Gland,Brain,2.3089575219575043,1.0572244355139888,2.085224892061877,0.7691906912122265,0.3263888888888889,0.7716059812452479
FBgn0000477,DNaseII,Deoxyribonuclease II,PROTEIN_CODING,Salivary Gland,Fat Body,Salivary Gland,6.591621988608518,2.8760823849211246,5.9770021947980565,0.9793762489172477,0.947515811933247,0.9888696316941191
FBgn0000479,Pde4,Phosphodiesterase 4,PROTEIN_CODING,Salivary Gland,Tubule,Salivary Gland,1.9883829481722872,0.4992324914347852,1.0025541539845415,0.7107262336214106,0.29988662131519284,0.698913409703504
FBgn0000482,dor,deep orange,PROTEIN_CODING,Salivary Gland,Salivary Gland,Eye,0.5973037248686156,1.4246569345095568,1.0667001633720767,0.23445485519591142,0.47035676810073446,0.30357142857142855
FBgn0000489,Pka-C3,"Protein kinase, cAMP-dependent, catalytic subunit 3",PROTEIN_CODING,Tubule,Tubule,Hindgut,2.292840286809375,1.2494510978638524,0.6508402906861565,0.7085030549898167,0.8171452702702703,0.7267173936341228
FBgn0000490,dpp,decapentaplegic,PROTEIN_CODING,Eye,Hindgut,Eye,1.6178537705576441,0.27620956395907686,0.8013158257985762,0.6226946721311475,0.6628787878787878,0.5882070949185044
FBgn0000492,Dr,Drop,PROTEIN_CODING,Fat Body,Salivary Gland,Fat Body,3.284812866846552,3.36678147353907,1.6258042302448832,0.810871335504886,0.9330357142857143,0.8635575589459085
FBgn0000499,dsh,dishevelled,PROTEIN_CODING,Brain,Midgut,Brain,0.6686842424796331,0.4528394173431543,0.816195969054323,0.4516567754698318,0.15948275862068956,0.4915514592933948
FBgn0000500,Dsk,Drosulfakinin,PROTEIN_CODING,Brain,Fat Body,Brain,5.428658955289027,-2.102355207506444,3.202270100242959,0.9641117330016584,0.7794117647058824,0.9191922726954573
FBgn0000504,dsx,doublesex,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,2.5521574377883334,2.57761991572581,0.6280758371210181,0.6940739037105182,0.9024234693877551,0.5804726247204124
FBgn0000520,dwg,deformed wings,PROTEIN_CODING,Ovary,Salivary Gland,Eye,0.3454610509787495,0.8197500491319037,1.6348667990028514,0.3992693110647182,0.211977186311787,0.4625714285714286
FBgn0000524,dx,deltex,PROTEIN_CODING,Ovary,Salivary Gland,Salivary Gland,0.49059250472182026,1.5324077345745584,1.3785111159325973,0.7751554001554002,0.6058178752107926,0.5510204081632653
FBgn0000527,e,ebony,PROTEIN_CODING,Eye,Hindgut,Eye,5.592861510850211,-1.9259951664131607,3.9226814604507947,0.9294089302923225,0.65,0.9317889317889317
FBgn0000529,bsh,brain-specific homeobox,PROTEIN_CODING,Eye,Midgut,Eye,6.30980777972783,13.287856641840545,3.8073485428100917,0.8876050420168067,0.75,0.8989310009718173
FBgn0000533,ea,easter,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,2.1145241954021445,2.9461254442308706,3.1939884115972315,0.927062685827552,0.9852032520325203,0.9562477622627998
FBgn0000535,eag,ether a go-go,PROTEIN_CODING,Ganglion,Fat Body,Eye,3.5255818287747305,3.9448314658239627,1.7140696765573489,0.7958683473389356,0.974025974025974,0.7589401519362609
FBgn0000536,eas,easily shocked,PROTEIN_CODING,Hindgut,Tubule,Hindgut,2.7171390893186818,2.193046281713252,1.7758932745660296,0.7086330319221811,0.6755759247242051,0.6148024510700567
FBgn0000541,E(bx),Enhancer of bithorax,PROTEIN_CODING,Ovary,Salivary Gland,Brain,0.4672358832584657,1.0364771672388826,0.7895012169777621,0.6867716875269745,0.4586070959264126,0.5033935413245759
FBgn0000542,ec,echinus,PROTEIN_CODING,Hindgut,Salivary Gland,Hindgut,2.746311538737836,1.8689935027868445,2.056935236158335,0.9044336810730254,0.850126742712294,0.8324119871981379
FBgn0000543,ecd,ecdysoneless,PROTEIN_CODING,Eye,Fat Body,Brain,0.07096650971559726,0.4134191402842057,0.6430353433518852,0.2552,0.3110269360269361,0.33622371558638636
FBgn0000546,EcR,Ecdysone receptor,PROTEIN_CODING,Brain,Salivary Gland,Brain,0.9202307437126236,1.0604802548296628,1.3769790270759492,0.4939090416892257,0.39634033067062974,0.5819185645272602
FBgn0000547,ed,echinoid,PROTEIN_CODING,Ovary,Salivary Gland,Eye,0.2534820984933024,1.2578467208229158,0.6590679057940881,0.5371908127208481,0.7648786217697728,0.5581097079715864
FBgn0000551,Edg78E,Ecdysone-dependent gene 78E,PROTEIN_CODING,Brain,Salivary Gland,Brain,18.45764138847242,-2.3219050120437013,1.618902882817564,0.8229166666666666,1,0.6843853820598006
FBgn0000552,Edg84A,Ecdysone-dependent gene 84A,PROTEIN_CODING,Brain,Fat Body,Brain,16.287730413124752,0,1.2800957958272492,0.96875,NA,0.8487394957983193
FBgn0000557,eEF1alpha2,eukaryotic translation elongation factor 1 alpha 2,PROTEIN_CODING,Eye,Fat Body,Eye,4.744975882516025,-4.272587208971899,3.208132893367788,0.8596402772175571,0.6077586206896551,0.8699661011881403
FBgn0000559,eEF2,eukaryotic translation elongation factor 2,PROTEIN_CODING,Salivary Gland,Fat Body,Salivary Gland,0.7801356716434015,1.7375007916437375,1.553163857187443,0.2792337688645802,0.5404000205910421,0.5314151664124825
FBgn0000560,eg,eagle,PROTEIN_CODING,Eye,Fat Body,Eye,1.1096204168267871,-0.45942670041184325,-0.6655791224176903,0.9420731707317073,0.78125,0.8817733990147784
FBgn0000562,egl,egalitarian,PROTEIN_CODING,Hindgut,Salivary Gland,Salivary Gland,1.2516910143082507,1.9085325383508402,1.6413919451716785,0.44445676274944573,0.5031501575078754,0.5310206804536357
FBgn0000564,Eh,Eclosion hormone,PROTEIN_CODING,Brain,Fat Body,Brain,21.326631917394895,-2.821992850361213,19.39623892718848,0.9857414448669202,0.7857142857142858,0.9461697722567288
FBgn0000565,MsrA,Methionine sulfoxide reductase A,PROTEIN_CODING,Midgut,Fat Body,Midgut,3.184268992580455,-0.26570804185379415,2.941498926703917,0.8679525007955105,0.8693934335002782,0.8533171556094813
FBgn0000566,Cth,Cystathionine gamma-lyase,PROTEIN_CODING,Tubule,Fat Body,Tubule,0.9962106129626438,2.6782224119442306,2.212881017011597,0.6165071595558153,0.894018431577117,0.7054990366561537
FBgn0000567,Eip74EF,Ecdysone-induced protein 74EF,PROTEIN_CODING,Brain,Salivary Gland,Eye,1.2603144296567124,1.5320400172673412,0.8707955708797007,0.3953419811320755,0.5596127717391305,0.34771920240371484
FBgn0000568,Eip75B,Ecdysone-induced protein 75B,PROTEIN_CODING,Brain,Midgut,Brain,1.1564363758989415,1.0708099338831614,0.8006508179333675,0.3718877320054323,0.5102040816326531,0.3356647685070561
FBgn0000575,emc,extra macrochaetae,PROTEIN_CODING,Brain,Midgut,Midgut,2.135449715892538,0.4368638515173797,1.7655346861042238,0.4363715421567003,0.6154154154154154,0.39769280493262393
FBgn0000576,ems,empty spiracles,PROTEIN_CODING,Ganglion,Salivary Gland,Eye,0.41503549554547176,-1.956924977591578,-1.0613972777021825,0.6666666666666666,0.36764705882352944,0.5714285714285714
FBgn0000577,en,engrailed,PROTEIN_CODING,Eye,Hindgut,Eye,2.0641253478758195,2.3834246511245736,0.9426659260989588,0.8899456521739131,0.9714064914992272,0.9198841698841699
FBgn0000578,ena,enabled,PROTEIN_CODING,Tubule,Tubule,Tubule,0.61122807695035,0.9698640995664618,1.530514454670883,0.5046391752577319,0.6896437994722955,0.5802197802197802
FBgn0000579,Eno,Enolase,PROTEIN_CODING,Hindgut,Fat Body,Salivary Gland,1.452310415703666,2.0869304796740376,1.0666734344761306,0.4548868612214938,0.8154460179765887,0.43351500792202735
FBgn0000581,E(Pc),Enhancer of Polycomb,PROTEIN_CODING,Ovary,Salivary Gland,Brain,0.2728486744491477,1.6526319103809144,0.9366904851916674,0.549170197740113,0.5181940700808625,0.45407209612817084
FBgn0000588,esc,extra sexcombs,PROTEIN_CODING,Ovary,Salivary Gland,Eye,0.6181916568201902,0.9832561877602632,1.128533014411626,0.8079693308550187,0.6653696498054474,0.7579447579447579
FBgn0000591,E(spl)m8-HLH,"Enhancer of split m8, helix-loop-helix",PROTEIN_CODING,Midgut,Salivary Gland,Eye,-1.6780520683161828,-3.818349133772978,16.287730413124752,0.8,0.6964285714285714,0.9285714285714286
FBgn0000592,Est-6,Esterase 6,PROTEIN_CODING,Salivary Gland,Fat Body,Salivary Gland,6.123389435584171,3.9952014089265564,3.8639410919963693,0.9777029270229384,0.9271017048794826,0.9850838265645242
FBgn0000594,Est-P,Esterase P,PROTEIN_CODING,Salivary Gland,Tubule,Salivary Gland,4.20510684950106,-5.049790980872381,3.4150352055224817,0.8256777108433735,0.7319587628865979,0.8977913533834586
FBgn0000606,eve,even skipped,PROTEIN_CODING,Ganglion,Fat Body,Ganglion,3.459366043378389,0,1.2630175746300918,0.9943181818181819,NA,0.9880952380952381
FBgn0000611,exd,extradenticle,PROTEIN_CODING,Ganglion,Tubule,Ganglion,1.3040586712461006,0.5343644933508259,1.364764262575031,0.35382605199678374,0.3311935665914221,0.33143996960486327
FBgn0000615,exu,exuperantia,PROTEIN_CODING,Ovary,Fat Body,Tubule,0.5062307807707702,1.2305744366316516,-3.321358744093235,0.9360895453648266,0.8484281437125749,0.6401803324880248
FBgn0000617,Taf9,TBP-associated factor 9,PROTEIN_CODING,Ovary,Salivary Gland,Hindgut,0.3338556867892001,1.0941951775158019,0.5961028312116615,0.5688622754491017,0.48165914221218953,0.2931868131868131
FBgn0000618,e(y)2,enhancer of yellow 2,PROTEIN_CODING,Ovary,Salivary Gland,Fat Body,0.1449149406731834,0.45572298291477886,0.4344852257773824,0.6324725498169987,0.3986272439281944,0.5083056478405316
FBgn0000625,eyg,eyegone,PROTEIN_CODING,Salivary Gland,Salivary Gland,Salivary Gland,6.513485037984776,4.143927362397288,5.973254298401562,0.9788747810858144,0.9886363636363636,0.9785375194478797
FBgn0000629,E(z),Enhancer of zeste,PROTEIN_CODING,Ovary,Salivary Gland,Midgut,0.34332215798083,0.3504971692917708,0.7595668504328515,0.5439221272554605,0.19803921568627444,0.18825561312607947
FBgn0000633,tei,teiresias,PROTEIN_CODING,Brain,Salivary Gland,Brain,4.40763168115078,-1.8300634771168018,2.660964902363433,0.8311332250203087,0.6944444444444444,0.8199920744997028
FBgn0000635,Fas2,Fasciclin 2,PROTEIN_CODING,Tubule,Tubule,Tubule,4.3505980766142764,3.0709314587345293,3.4514338161052502,0.8971710664519291,0.8661530752849806,0.8958528192005647
FBgn0000636,Fas3,Fasciclin 3,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,2.0852784271619957,1.0704701995645416,1.1557320296948899,0.7188948306595365,0.6594924284913067,0.5674034319610197
FBgn0000639,Fbp1,Fat body protein 1,PROTEIN_CODING,Ganglion,Fat Body,Hindgut,6.129211914492321,1.7437603511125754,6.351627938103197,0.8839285714285714,0.9873882714575106,0.8658892128279884
FBgn0000640,Fbp2,Fat body protein 2,PROTEIN_CODING,Tubule,Fat Body,Hindgut,3.265334623065088,2.375310076846772,4.32191096299618,0.862,0.9915940141379442,0.7866071428571428
FBgn0000644,Fcp3C,Follicle cell protein 3C,PROTEIN_CODING,Salivary Gland,Tubule,Ganglion,0.9021985408781804,0.9175367621659802,2.568834838427753,0.9163432215137233,0.6911764705882353,0.5104333868378813
FBgn0000658,fj,four-jointed,PROTEIN_CODING,Eye,Hindgut,Eye,1.450658359417234,-1.2223917343392183,1.4218249588600012,0.8521341463414633,0.6666666666666666,0.8772635814889336
FBgn0000659,fkh,fork head,PROTEIN_CODING,Hindgut,Salivary Gland,Hindgut,4.702875941334164,3.766590208631565,3.1940103603606835,0.7723101265822785,0.642530487804878,0.6935982339955851
FBgn0000662,fl(2)d,female lethal d,PROTEIN_CODING,Brain,Fat Body,Brain,0.7076712405278022,0.4660213706963688,1.3984261215422107,0.40621794871794875,0.19322916666666662,0.46083165660630454
FBgn0000667,Actn,alpha actinin,PROTEIN_CODING,Ganglion,Salivary Gland,Ganglion,0.34960572869357937,0.9048700589674024,-0.06064759823242146,0.5896863553113554,0.6918045915643353,0.6399693329925888
FBgn0000709,fliI,flightless I,PROTEIN_CODING,Ovary,Salivary Gland,Midgut,0.153605180052591,0.778531855483437,0.7635004549671657,0.5227524972253053,0.27522421524663676,0.40488788107835727
FBgn0000711,flw,flapwing,PROTEIN_CODING,Eye,Midgut,Salivary Gland,3.1063929493962745,1.2443557595496553,2.7795385248196705,0.6588770189495103,0.6168555240793201,0.6540015097538042
FBgn0000715,FMRFa,FMRFamide,PROTEIN_CODING,Ganglion,Fat Body,Ganglion,7.076517389743914,-2.1519906703222995,4.642192581678183,0.9917507031625162,0.9166666666666666,0.9856271777003485
FBgn0000719,fog,folded gastrulation,PROTEIN_CODING,Ganglion,Fat Body,Ganglion,1.315023284810579,0.4142531344669897,1.9032147357485536,0.6333955223880597,0.49673735725938006,0.6864431486880467
FBgn0000721,for,foraging,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,1.26498574357272,2.213614019756462,1.2098276319045074,0.7639681892332789,0.8513701952225052,0.7431478683319626
FBgn0000723,FER,FER tyrosine kinase,PROTEIN_CODING,Eye,Midgut,Eye,2.953718164723861,1.3742800137898283,2.0715626382843593,0.721342433077127,0.7302375809935205,0.7177976881809635
FBgn0000808,gd,gastrulation-defective,PROTEIN_CODING,Ovary,Hindgut,Hindgut,0.48965525623198597,-0.5024968045370595,2.662959227495107,0.901829268292683,0.8333333333333333,0.8882921589688506
FBgn0000810,fs(1)K10,female sterile (1) K10,PROTEIN_CODING,Ovary,Hindgut,Brain,0.44489671518906315,0.8082389317366095,0.8628153339266477,0.5443435754189945,0.2536764705882353,0.28675703858185614
FBgn0000826,png,pan gu,PROTEIN_CODING,Ovary,Salivary Gland,Salivary Gland,0.6270182783942773,1.4360937646803744,0.9175353253139883,0.9494809270883631,0.6847826086956521,0.35294117647058826
FBgn0000927,fs(1)Ya,female sterile (1) Young arrest,PROTEIN_CODING,Ovary,Tubule,Tubule,0.5406857129142699,17.375183707216244,3.009453679074881,0.9485908141962421,0.9264705882352942,0.8020541549953315
FBgn0000928,fs(1)Yb,female sterile (1) Yb,PROTEIN_CODING,Ovary,Fat Body,Eye,0.5849600962394398,0.788490372568253,0.2157280446886315,0.9125,0.6842105263157895,0.7579365079365079
FBgn0000964,tj,traffic jam,PROTEIN_CODING,Fat Body,Fat Body,Eye,0.8918348631995805,1.5849504783626682,2.7295835634341175,0.7848837209302326,0.9895833333333334,0.9156043956043955
FBgn0000996,dup,double parked,PROTEIN_CODING,Ovary,Salivary Gland,Salivary Gland,0.5888711602720682,1.8037341548611474,0.8461939446003302,0.9098575036075036,0.7751256281407035,0.3160714285714286
FBgn0001075,ft,fat,PROTEIN_CODING,Eye,Salivary Gland,Eye,0.31120116991386815,0.0946367965112872,0.5719057098494841,0.7164179104477612,0.625,0.7545454545454546
FBgn0001077,ftz,fushi tarazu,PROTEIN_CODING,Brain,Fat Body,Brain,-2.3218126862085504,-13.287856641840543,-3.169796769007062,1,NA,0.8571428571428571
FBgn0001078,ftz-f1,ftz transcription factor 1,PROTEIN_CODING,Ovary,Midgut,Brain,0.32474034908185767,1.43573596628729,1.535977264541808,0.5303067185978578,0.42200854700854695,0.5810719892352545
FBgn0001079,fu,fused,PROTEIN_CODING,Ovary,Midgut,Brain,0.27283349915335414,0.54820373558009206,1.4161428830702967,0.5023076923076923,0.3661290322580645,0.34187192118226595
FBgn0001083,fw,furrowed,PROTEIN_CODING,Eye,Hindgut,Eye,4.311060252197634,1.9787934906654934,2.657298151374732,0.9644206549118388,0.9809970384995064,0.9689231510479404
FBgn0001084,fy,fuzzy,PROTEIN_CODING,Ovary,Salivary Gland,Brain,0.5932299769363051,1.4658670664003275,1.1382566336241153,0.4976190476190476,0.7310830860534124,0.43901529280119356
FBgn0001085,fz,frizzled,PROTEIN_CODING,Ovary,Hindgut,Brain,0.6574142384163659,-0.5500873169614183,2.200746604991006,0.6915816326530612,0.4867601246105919,0.7255956956187548
FBgn0001086,fzy,fizzy,PROTEIN_CODING,Ovary,Salivary Gland,Salivary Gland,0.49130021125532575,-1.2884811680015993,-1.8880302009371934,0.927702184745113,0.43229166666666663,0.300556586270872
FBgn0001087,g,garnet,PROTEIN_CODING,Ovary,Fat Body,Eye,0.31982807565710003,1.6147096655102766,1.2068603038288745,0.422068463219228,0.679171668667467,0.4899314707432789
FBgn0001089,Gal,beta galactosidase,PROTEIN_CODING,Midgut,Midgut,Midgut,4.093758200757295,0.8925195639490017,4.086389197755855,0.9658447637709557,0.9226549643444871,0.987673575726426
FBgn0001090,bnb,bangles and beads,PROTEIN_CODING,Eye,Hindgut,Eye,4.127952332087506,2.719677633888444,3.099264157523659,0.84650704461590065,0.9741379310344828,0.7913100724160632
FBgn0001091,Gapdh1,Glyceraldehyde-3-phosphate dehydrogenase 1,PROTEIN_CODING,Ganglion,Fat Body,Salivary Gland,1.4018662728142204,2.3094128219055787,1.0832512043506966,0.5069029204038302,0.882604314841157,0.5669851010524235
FBgn0001092,Gapdh2,Glyceraldehyde-3-phosphate dehydrogenase 2,PROTEIN_CODING,Hindgut,Fat Body,Salivary Gland,1.4724355126400517,1.3902316625130826,1.3819499533568214,0.5424943988050784,0.7170504430534104,0.3464614890153753
FBgn0001098,Gdh,Glutamate dehydrogenase,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,4.023653375571013,3.053117919690943,3.362435885887425,0.8636740647523167,0.7528257465799608,0.8111777932173904
FBgn0001099,gdl,gonadal,PROTEIN_CODING,Ovary,Fat Body,Fat Body,0.35426402465372003,-0.08337006366832096,-1.5952595545144062,0.4191655801825293,0.37677053824362605,0.6623177283192633
FBgn0001104,Galphai,G protein alpha subunit i,PROTEIN_CODING,Ovary,Midgut,Midgut,0.47184988414313783,0.4724877418366552,1.515457875323658,0.541757983719474,0.45005299417064126,0.441140404659718
FBgn0001105,Gbeta13F,G protein beta subunit 13F,PROTEIN_CODING,Ganglion,Tubule,Ganglion,1.5412140349757952,0.41778810136272526,1.7519602963491019,0.5333673683108179,0.08677419354838706,0.524040635456546
FBgn0001108,DCTN1-p150,"Dynactin 1, p150 subunit",PROTEIN_CODING,Hindgut,Salivary Gland,Midgut,0.2774421767084293,0.9960418878880669,0.8255269053277794,0.2625087473757872,0.20621565934065939,0.31819060506475927
FBgn0001112,Gld,Glucose dehydrogenase,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,1.9711222673873852,0.3457362376536924,-1.2983411974431978,0.95800933125972,0.9824561403508771,0.9211068211068211
FBgn0001114,Glt,Glutactin,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,4.286456807378636,2.9859445893539562,2.9073514593685403,0.9390944724953494,0.9725232436426329,0.9293679372085691
FBgn0001120,gnu,giant nuclei,PROTEIN_CODING,Ovary,Fat Body,Salivary Gland,0.5448535192060137,2.4594119457168513,3.3725448579913095,0.9572251773049645,0.8863636363636364,0.7970443349753695
FBgn0001122,Galphao,G protein alpha subunit o,PROTEIN_CODING,Brain,Hindgut,Brain,3.1430248406886703,0.5737351666626456,2.718199731108852,0.7921720340164506,0.5267857142857144,0.7936468099600236
FBgn0001123,Galphas,G protein alpha subunit s,PROTEIN_CODING,Brain,Hindgut,Brain,3.1170868237175235,0.5193509572107534,1.702794173347571,0.546901137504182,0.29966248794599804,0.5074656668071794
FBgn0001124,Got1,Glutamate oxaloacetate transaminase 1,PROTEIN_CODING,Hindgut,Midgut,Tubule,2.3504568649674615,1.40873134772986,0.7927403435647681,0.5356468531468531,0.4848424829900271,0.23709275564999563
