GO	term_name	background_n	foreground_n	expected_n	weight01	weight01_p	fold_enrichment	comparison	set	foreground_total	background_total	foreground_HOGs
GO:0030522	intracellular receptor signaling pathway	182	2	1.17	1.00000	1	1.7094017094017095	L5_to_L2	concordant_all	46	7127	N13.HOG0005090; N13.HOG0009822
GO:0044057	regulation of system process	273	3	1.76	1.00000	1	1.7045454545454546	L5_to_L2	concordant_all	46	7127	N13.HOG0006185; N13.HOG0006465; N13.HOG0008981
GO:0048511	rhythmic process	273	3	1.76	1.00000	1	1.7045454545454546	L5_to_L2	concordant_all	46	7127	N13.HOG0003976; N13.HOG0006185; N13.HOG0008981
GO:0051147	regulation of muscle cell differentiatio...	92	1	0.59	1.00000	1	1.6949152542372883	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0034620	cellular response to unfolded protein	92	1	0.59	1.00000	1	1.6949152542372883	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0043467	regulation of generation of precursor me...	91	1	0.59	1.00000	1	1.6949152542372883	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0030516	regulation of axon extension	92	1	0.59	1.00000	1	1.6949152542372883	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0071482	cellular response to light stimulus	92	1	0.59	1.00000	1	1.6949152542372883	L5_to_L2	concordant_all	46	7127	N13.HOG0005994
GO:0007179	transforming growth factor beta receptor...	92	1	0.59	1.00000	1	1.6949152542372883	L5_to_L2	concordant_all	46	7127	N13.HOG0009018
GO:0042706	eye photoreceptor cell fate commitment	92	1	0.59	1.00000	1	1.6949152542372883	L5_to_L2	concordant_all	46	7127	N13.HOG0003957
GO:0016053	organic acid biosynthetic process	184	2	1.19	1.00000	1	1.680672268907563	L5_to_L2	concordant_all	46	7127	N13.HOG0007278; N13.HOG0009822
GO:0009798	axis specification	278	3	1.79	1.00000	1	1.675977653631285	L5_to_L2	concordant_all	46	7127	N13.HOG0005090; N13.HOG0006185; N13.HOG0009018
GO:0045935	positive regulation of nucleobase-contai...	1023	11	6.6	1.00000	1	1.6666666666666667	L5_to_L2	concordant_all	46	7127	N13.HOG0002007; N13.HOG0003957; N13.HOG0005090; N13.HOG0005864; N13.HOG0006185; N13.HOG0006279; N13.HOG0006646; N13.HOG0007319; N13.HOG0007677; N13.HOG0009018; N13.HOG0009740
GO:0001568	blood vessel development	279	3	1.8	1.00000	1	1.6666666666666665	L5_to_L2	concordant_all	46	7127	N13.HOG0003957; N13.HOG0005090; N13.HOG0006465
GO:0007346	regulation of mitotic cell cycle	466	5	3.01	1.00000	1	1.6611295681063125	L5_to_L2	concordant_all	46	7127	N13.HOG0002007; N13.HOG0003957; N13.HOG0006185; N13.HOG0007319; N13.HOG0007677
GO:0035107	appendage morphogenesis	374	4	2.41	1.00000	1	1.6597510373443982	L5_to_L2	concordant_all	46	7127	N13.HOG0003957; N13.HOG0005090; N13.HOG0006185; N13.HOG0009018
GO:0010639	negative regulation of organelle organiz...	281	3	1.81	1.00000	1	1.6574585635359116	L5_to_L2	concordant_all	46	7127	N13.HOG0005377; N13.HOG0005994; N13.HOG0009018
GO:0051100	negative regulation of binding	94	1	0.61	1.00000	1	1.639344262295082	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:2000045	regulation of G1/S transition of mitotic...	95	1	0.61	1.00000	1	1.639344262295082	L5_to_L2	concordant_all	46	7127	N13.HOG0007319
GO:0061387	regulation of extent of cell growth	95	1	0.61	1.00000	1	1.639344262295082	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0006275	regulation of DNA replication	94	1	0.61	1.00000	1	1.639344262295082	L5_to_L2	concordant_all	46	7127	N13.HOG0005864
GO:0046552	photoreceptor cell fate commitment	95	1	0.61	1.00000	1	1.639344262295082	L5_to_L2	concordant_all	46	7127	N13.HOG0003957
GO:0006913	nucleocytoplasmic transport	286	3	1.85	1.00000	1	1.6216216216216215	L5_to_L2	concordant_all	46	7127	N13.HOG0003957; N13.HOG0006185; N13.HOG0007677
GO:0000070	mitotic sister chromatid segregation	192	2	1.24	1.00000	1	1.6129032258064517	L5_to_L2	concordant_all	46	7127	N13.HOG0006185; N13.HOG0007677
GO:0010977	negative regulation of neuron projection...	96	1	0.62	1.00000	1	1.6129032258064517	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0051169	nuclear transport	288	3	1.86	1.00000	1	1.6129032258064515	L5_to_L2	concordant_all	46	7127	N13.HOG0003957; N13.HOG0006185; N13.HOG0007677
GO:0022613	ribonucleoprotein complex biogenesis	388	4	2.5	1.00000	1	1.6	L5_to_L2	concordant_all	46	7127	N13.HOG0005994; N13.HOG0006279; N13.HOG0007677; N13.HOG0009740
GO:0009891	positive regulation of biosynthetic proc...	1262	13	8.15	1.00000	1	1.5950920245398772	L5_to_L2	concordant_all	46	7127	N13.HOG0000700; N13.HOG0002007; N13.HOG0002995; N13.HOG0003957; N13.HOG0005090; N13.HOG0005864; N13.HOG0006185; N13.HOG0006279; N13.HOG0006646; N13.HOG0007319; N13.HOG0007677; N13.HOG0009018; N13.HOG0009740
GO:0043279	response to alkaloid	98	1	0.63	1.00000	1	1.5873015873015872	L5_to_L2	concordant_all	46	7127	N13.HOG0005090
GO:1900180	regulation of protein localization to nu...	97	1	0.63	1.00000	1	1.5873015873015872	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0072175	epithelial tube formation	97	1	0.63	1.00000	1	1.5873015873015872	L5_to_L2	concordant_all	46	7127	N13.HOG0009018
GO:0006475	internal protein amino acid acetylation	97	1	0.63	1.00000	1	1.5873015873015872	L5_to_L2	concordant_all	46	7127	N13.HOG0002007
GO:0042058	regulation of epidermal growth factor re...	97	1	0.63	1.00000	1	1.5873015873015872	L5_to_L2	concordant_all	46	7127	N13.HOG0003976
GO:1901184	regulation of ERBB signaling pathway	98	1	0.63	1.00000	1	1.5873015873015872	L5_to_L2	concordant_all	46	7127	N13.HOG0003976
GO:0051494	negative regulation of cytoskeleton orga...	97	1	0.63	1.00000	1	1.5873015873015872	L5_to_L2	concordant_all	46	7127	N13.HOG0005377
GO:2000377	regulation of reactive oxygen species me...	97	1	0.63	1.00000	1	1.5873015873015872	L5_to_L2	concordant_all	46	7127	N13.HOG0006465
GO:0046165	alcohol biosynthetic process	98	1	0.63	1.00000	1	1.5873015873015872	L5_to_L2	concordant_all	46	7127	N13.HOG0000700
GO:1904951	positive regulation of establishment of ...	197	2	1.27	1.00000	1	1.574803149606299	L5_to_L2	concordant_all	46	7127	N13.HOG0006185; N13.HOG0007677
GO:0008610	lipid biosynthetic process	393	4	2.54	1.00000	1	1.574803149606299	L5_to_L2	concordant_all	46	7127	N13.HOG0000700; N13.HOG0002611; N13.HOG0008454; N13.HOG0008769
GO:0050767	regulation of neurogenesis	592	6	3.82	1.00000	1	1.5706806282722514	L5_to_L2	concordant_all	46	7127	N13.HOG0003957; N13.HOG0005090; N13.HOG0006185; N13.HOG0007677; N13.HOG0009018; N13.HOG0009740
GO:0048736	appendage development	396	4	2.56	1.00000	1	1.5625	L5_to_L2	concordant_all	46	7127	N13.HOG0003957; N13.HOG0005090; N13.HOG0006185; N13.HOG0009018
GO:0042692	muscle cell differentiation	297	3	1.92	1.00000	1	1.5625	L5_to_L2	concordant_all	46	7127	N13.HOG0005090; N13.HOG0006185; N13.HOG0009018
GO:0001944	vasculature development	299	3	1.93	1.00000	1	1.5544041450777202	L5_to_L2	concordant_all	46	7127	N13.HOG0003957; N13.HOG0005090; N13.HOG0006465
GO:1902532	negative regulation of intracellular sig...	399	4	2.58	1.00000	1	1.5503875968992247	L5_to_L2	concordant_all	46	7127	N13.HOG0005994; N13.HOG0006185; N13.HOG0009740; N13.HOG0009822
GO:0006865	amino acid transport	100	1	0.65	1.00000	1	1.5384615384615383	L5_to_L2	concordant_all	46	7127	N13.HOG0006277
GO:2000060	positive regulation of ubiquitin-depende...	101	1	0.65	1.00000	1	1.5384615384615383	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0061326	renal tubule development	101	1	0.65	1.00000	1	1.5384615384615383	L5_to_L2	concordant_all	46	7127	N13.HOG0003957
GO:0044283	small molecule biosynthetic process	404	4	2.61	1.00000	1	1.5325670498084292	L5_to_L2	concordant_all	46	7127	N13.HOG0000700; N13.HOG0002611; N13.HOG0007278; N13.HOG0009822
GO:0097190	apoptotic signaling pathway	305	3	1.97	1.00000	1	1.5228426395939088	L5_to_L2	concordant_all	46	7127	N13.HOG0005994; N13.HOG0006185; N13.HOG0009740
GO:0048565	digestive tract development	205	2	1.32	1.00000	1	1.5151515151515151	L5_to_L2	concordant_all	46	7127	N13.HOG0002611; N13.HOG0005090
GO:0022404	molting cycle process	103	1	0.66	1.00000	1	1.5151515151515151	L5_to_L2	concordant_all	46	7127	N13.HOG0000655
GO:0030518	nuclear receptor-mediated steroid hormon...	102	1	0.66	1.00000	1	1.5151515151515151	L5_to_L2	concordant_all	46	7127	N13.HOG0009822
GO:1902806	regulation of cell cycle G1/S phase tran...	103	1	0.66	1.00000	1	1.5151515151515151	L5_to_L2	concordant_all	46	7127	N13.HOG0007319
GO:0006109	regulation of carbohydrate metabolic pro...	102	1	0.66	1.00000	1	1.5151515151515151	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0045637	regulation of myeloid cell differentiati...	103	1	0.66	1.00000	1	1.5151515151515151	L5_to_L2	concordant_all	46	7127	N13.HOG0003957
GO:0030178	negative regulation of Wnt signaling pat...	102	1	0.66	1.00000	1	1.5151515151515151	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0030111	regulation of Wnt signaling pathway	204	2	1.32	1.00000	1	1.5151515151515151	L5_to_L2	concordant_all	46	7127	N13.HOG0006185; N13.HOG0009018
GO:0034504	protein localization to nucleus	206	2	1.33	1.00000	1	1.5037593984962405	L5_to_L2	concordant_all	46	7127	N13.HOG0003957; N13.HOG0006185
GO:0007528	neuromuscular junction development	206	2	1.33	1.00000	1	1.5037593984962405	L5_to_L2	concordant_all	46	7127	N13.HOG0000384; N13.HOG0006185
GO:2000177	regulation of neural precursor cell prol...	104	1	0.67	1.00000	1	1.4925373134328357	L5_to_L2	concordant_all	46	7127	N13.HOG0005090
GO:0030324	lung development	104	1	0.67	1.00000	1	1.4925373134328357	L5_to_L2	concordant_all	46	7127	N13.HOG0005090
GO:0003012	muscle system process	208	2	1.34	1.00000	1	1.4925373134328357	L5_to_L2	concordant_all	46	7127	N13.HOG0006185; N13.HOG0006465
GO:0034762	regulation of transmembrane transport	207	2	1.34	1.00000	1	1.4925373134328357	L5_to_L2	concordant_all	46	7127	N13.HOG0006185; N13.HOG0006465
GO:1903825	organic acid transmembrane transport	104	1	0.67	1.00000	1	1.4925373134328357	L5_to_L2	concordant_all	46	7127	N13.HOG0006277
GO:1902679	negative regulation of RNA biosynthetic ...	628	6	4.05	1.00000	1	1.4814814814814816	L5_to_L2	concordant_all	46	7127	N13.HOG0003957; N13.HOG0005090; N13.HOG0005994; N13.HOG0007319; N13.HOG0009018; N13.HOG0009822
GO:0008064	regulation of actin polymerization or de...	105	1	0.68	1.00000	1	1.4705882352941175	L5_to_L2	concordant_all	46	7127	N13.HOG0005377
GO:0045926	negative regulation of growth	211	2	1.36	1.00000	1	1.4705882352941175	L5_to_L2	concordant_all	46	7127	N13.HOG0003957; N13.HOG0006185
GO:0030323	respiratory tube development	106	1	0.68	1.00000	1	1.4705882352941175	L5_to_L2	concordant_all	46	7127	N13.HOG0005090
GO:0044248	cellular catabolic process	210	2	1.36	1.00000	1	1.4705882352941175	L5_to_L2	concordant_all	46	7127	N13.HOG0007278; N13.HOG0009822
GO:0055088	lipid homeostasis	106	1	0.68	1.00000	1	1.4705882352941175	L5_to_L2	concordant_all	46	7127	N13.HOG0000700
GO:0007548	sex differentiation	318	3	2.05	1.00000	1	1.4634146341463417	L5_to_L2	concordant_all	46	7127	N13.HOG0000655; N13.HOG0005090; N13.HOG0005994
GO:0055123	digestive system development	212	2	1.37	1.00000	1	1.4598540145985401	L5_to_L2	concordant_all	46	7127	N13.HOG0002611; N13.HOG0005090
GO:0030832	regulation of actin filament length	107	1	0.69	1.00000	1	1.4492753623188408	L5_to_L2	concordant_all	46	7127	N13.HOG0005377
GO:0015850	organic hydroxy compound transport	107	1	0.69	1.00000	1	1.4492753623188408	L5_to_L2	concordant_all	46	7127	N13.HOG0000700
GO:0006366	transcription by RNA polymerase II	1176	11	7.59	1.00000	1	1.4492753623188406	L5_to_L2	concordant_all	46	7127	N13.HOG0000655; N13.HOG0003957; N13.HOG0005090; N13.HOG0005864; N13.HOG0005994; N13.HOG0006185; N13.HOG0006279; N13.HOG0006646; N13.HOG0007319; N13.HOG0009018; N13.HOG0009822
GO:0070848	response to growth factor	431	4	2.78	1.00000	1	1.4388489208633095	L5_to_L2	concordant_all	46	7127	N13.HOG0003957; N13.HOG0005090; N13.HOG0006185; N13.HOG0009018
GO:0000819	sister chromatid segregation	215	2	1.39	1.00000	1	1.4388489208633095	L5_to_L2	concordant_all	46	7127	N13.HOG0006185; N13.HOG0007677
GO:1901800	positive regulation of proteasomal prote...	108	1	0.7	1.00000	1	1.4285714285714286	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0050953	sensory perception of light stimulus	109	1	0.7	1.00000	1	1.4285714285714286	L5_to_L2	concordant_all	46	7127	N13.HOG0000673
GO:0035303	regulation of dephosphorylation	108	1	0.7	1.00000	1	1.4285714285714286	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0009411	response to UV	108	1	0.7	1.00000	1	1.4285714285714286	L5_to_L2	concordant_all	46	7127	N13.HOG0005994
GO:2001141	regulation of RNA biosynthetic process	1524	14	9.84	1.00000	1	1.4227642276422765	L5_to_L2	concordant_all	46	7127	N13.HOG0000655; N13.HOG0000700; N13.HOG0002007; N13.HOG0003957; N13.HOG0005090; N13.HOG0005864; N13.HOG0005994; N13.HOG0006185; N13.HOG0006279; N13.HOG0006646; N13.HOG0007319; N13.HOG0009018; N13.HOG0009740; N13.HOG0009822
GO:0035967	cellular response to topologically incor...	110	1	0.71	1.00000	1	1.4084507042253522	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0046486	glycerolipid metabolic process	220	2	1.42	1.00000	1	1.4084507042253522	L5_to_L2	concordant_all	46	7127	N13.HOG0008454; N13.HOG0008769
GO:1901987	regulation of cell cycle phase transitio...	333	3	2.15	1.00000	1	1.3953488372093024	L5_to_L2	concordant_all	46	7127	N13.HOG0006185; N13.HOG0007319; N13.HOG0007677
GO:0048608	reproductive structure development	333	3	2.15	1.00000	1	1.3953488372093024	L5_to_L2	concordant_all	46	7127	N13.HOG0000655; N13.HOG0005090; N13.HOG0005994
GO:0007635	chemosensory behavior	111	1	0.72	1.00000	1	1.3888888888888888	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0051223	regulation of protein transport	335	3	2.16	1.00000	1	1.3888888888888888	L5_to_L2	concordant_all	46	7127	N13.HOG0003976; N13.HOG0006185; N13.HOG0007677
GO:0009566	fertilization	111	1	0.72	1.00000	1	1.3888888888888888	L5_to_L2	concordant_all	46	7127	N13.HOG0006465
GO:0046890	regulation of lipid biosynthetic process	112	1	0.72	1.00000	1	1.3888888888888888	L5_to_L2	concordant_all	46	7127	N13.HOG0000700
GO:0061458	reproductive system development	336	3	2.17	1.00000	1	1.3824884792626728	L5_to_L2	concordant_all	46	7127	N13.HOG0000655; N13.HOG0005090; N13.HOG0005994
GO:0019216	regulation of lipid metabolic process	224	2	1.45	1.00000	1	1.3793103448275863	L5_to_L2	concordant_all	46	7127	N13.HOG0000700; N13.HOG0001642
GO:2000146	negative regulation of cell motility	113	1	0.73	1.00000	1	1.36986301369863	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0051252	regulation of RNA metabolic process	1706	15	11.01	1.00000	1	1.3623978201634879	L5_to_L2	concordant_all	46	7127	N13.HOG0000655; N13.HOG0000700; N13.HOG0002007; N13.HOG0003957; N13.HOG0005090; N13.HOG0005864; N13.HOG0005994; N13.HOG0006185; N13.HOG0006279; N13.HOG0006646; N13.HOG0007319; N13.HOG0007677; N13.HOG0009018; N13.HOG0009740; N13.HOG0009822
GO:0006644	phospholipid metabolic process	228	2	1.47	1.00000	1	1.3605442176870748	L5_to_L2	concordant_all	46	7127	N13.HOG0008454; N13.HOG0008769
GO:0051253	negative regulation of RNA metabolic pro...	687	6	4.43	1.00000	1	1.3544018058690745	L5_to_L2	concordant_all	46	7127	N13.HOG0003957; N13.HOG0005090; N13.HOG0005994; N13.HOG0007319; N13.HOG0009018; N13.HOG0009822
GO:0016051	carbohydrate biosynthetic process	115	1	0.74	1.00000	1	1.3513513513513513	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0016052	carbohydrate catabolic process	115	1	0.74	1.00000	1	1.3513513513513513	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0008154	actin polymerization or depolymerization	115	1	0.74	1.00000	1	1.3513513513513513	L5_to_L2	concordant_all	46	7127	N13.HOG0005377
GO:0065004	protein-DNA complex assembly	114	1	0.74	1.00000	1	1.3513513513513513	L5_to_L2	concordant_all	46	7127	N13.HOG0009740
GO:0048167	regulation of synaptic plasticity	114	1	0.74	1.00000	1	1.3513513513513513	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0043401	steroid hormone receptor signaling pathw...	114	1	0.74	1.00000	1	1.3513513513513513	L5_to_L2	concordant_all	46	7127	N13.HOG0009822
GO:0051960	regulation of nervous system development	688	6	4.44	1.00000	1	1.3513513513513513	L5_to_L2	concordant_all	46	7127	N13.HOG0003957; N13.HOG0005090; N13.HOG0006185; N13.HOG0007677; N13.HOG0009018; N13.HOG0009740
GO:0006351	DNA-templated transcription	1623	14	10.48	1.00000	1	1.3358778625954197	L5_to_L2	concordant_all	46	7127	N13.HOG0000655; N13.HOG0000700; N13.HOG0002007; N13.HOG0003957; N13.HOG0005090; N13.HOG0005864; N13.HOG0005994; N13.HOG0006185; N13.HOG0006279; N13.HOG0006646; N13.HOG0007319; N13.HOG0009018; N13.HOG0009740; N13.HOG0009822
GO:0019219	regulation of nucleobase-containing comp...	1858	16	11.99	1.00000	1	1.3344453711426187	L5_to_L2	concordant_all	46	7127	N13.HOG0000655; N13.HOG0000700; N13.HOG0002007; N13.HOG0003957; N13.HOG0005090; N13.HOG0005864; N13.HOG0005994; N13.HOG0006185; N13.HOG0006277; N13.HOG0006279; N13.HOG0006646; N13.HOG0007319; N13.HOG0007677; N13.HOG0009018; N13.HOG0009740; N13.HOG0009822
GO:0021915	neural tube development	116	1	0.75	1.00000	1	1.3333333333333333	L5_to_L2	concordant_all	46	7127	N13.HOG0009018
GO:0006986	response to unfolded protein	116	1	0.75	1.00000	1	1.3333333333333333	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0006405	RNA export from nucleus	117	1	0.76	1.00000	1	1.3157894736842106	L5_to_L2	concordant_all	46	7127	N13.HOG0007677
GO:0007368	determination of left/right symmetry	117	1	0.76	1.00000	1	1.3157894736842106	L5_to_L2	concordant_all	46	7127	N13.HOG0005090
GO:0048546	digestive tract morphogenesis	117	1	0.76	1.00000	1	1.3157894736842106	L5_to_L2	concordant_all	46	7127	N13.HOG0005090
GO:0071560	cellular response to transforming growth...	118	1	0.76	1.00000	1	1.3157894736842106	L5_to_L2	concordant_all	46	7127	N13.HOG0009018
GO:0070201	regulation of establishment of protein l...	357	3	2.3	1.00000	1	1.3043478260869565	L5_to_L2	concordant_all	46	7127	N13.HOG0003976; N13.HOG0006185; N13.HOG0007677
GO:1903052	positive regulation of proteolysis invol...	119	1	0.77	1.00000	1	1.2987012987012987	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0045807	positive regulation of endocytosis	119	1	0.77	1.00000	1	1.2987012987012987	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0046434	organophosphate catabolic process	120	1	0.77	1.00000	1	1.2987012987012987	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0007043	cell-cell junction assembly	119	1	0.77	1.00000	1	1.2987012987012987	L5_to_L2	concordant_all	46	7127	N13.HOG0003972
GO:0035239	tube morphogenesis	725	6	4.68	1.00000	1	1.2820512820512822	L5_to_L2	concordant_all	46	7127	N13.HOG0000655; N13.HOG0003957; N13.HOG0005090; N13.HOG0006185; N13.HOG0006465; N13.HOG0009018
GO:0071559	response to transforming growth factor b...	121	1	0.78	1.00000	1	1.282051282051282	L5_to_L2	concordant_all	46	7127	N13.HOG0009018
GO:0002009	morphogenesis of an epithelium	731	6	4.72	1.00000	1	1.2711864406779663	L5_to_L2	concordant_all	46	7127	N13.HOG0000655; N13.HOG0002611; N13.HOG0003957; N13.HOG0005090; N13.HOG0006185; N13.HOG0009018
GO:0008582	regulation of synaptic assembly at neuro...	122	1	0.79	1.00000	1	1.2658227848101264	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0021543	pallium development	122	1	0.79	1.00000	1	1.2658227848101264	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0043393	regulation of protein binding	123	1	0.79	1.00000	1	1.2658227848101264	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0032434	regulation of proteasomal ubiquitin-depe...	122	1	0.79	1.00000	1	1.2658227848101264	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0008286	insulin receptor signaling pathway	122	1	0.79	1.00000	1	1.2658227848101264	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0006006	glucose metabolic process	123	1	0.79	1.00000	1	1.2658227848101264	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
GO:0051129	negative regulation of cellular componen...	492	4	3.18	1.00000	1	1.2578616352201257	L5_to_L2	concordant_all	46	7127	N13.HOG0005377; N13.HOG0005994; N13.HOG0006185; N13.HOG0009018
GO:0045595	regulation of cell differentiation	987	8	6.37	1.00000	1	1.2558869701726845	L5_to_L2	concordant_all	46	7127	N13.HOG0000655; N13.HOG0000700; N13.HOG0003957; N13.HOG0005090; N13.HOG0006185; N13.HOG0007677; N13.HOG0009018; N13.HOG0009740
GO:0031345	negative regulation of cell projection o...	124	1	0.8	1.00000	1	1.25	L5_to_L2	concordant_all	46	7127	N13.HOG0006185
