term	gene
map05167	N13.HOG0006576
map05200	N13.HOG0006576
map05203	N13.HOG0006576
map05205	N13.HOG0006576
map05210	N13.HOG0006576
map05211	N13.HOG0006576
map05212	N13.HOG0006576
map05213	N13.HOG0006576
map05214	N13.HOG0006576
map05215	N13.HOG0006576
map05216	N13.HOG0006576
map05218	N13.HOG0006576
map05219	N13.HOG0006576
map05220	N13.HOG0006576
map05221	N13.HOG0006576
map05223	N13.HOG0006576
map05224	N13.HOG0006576
map05225	N13.HOG0006576
map05226	N13.HOG0006576
map05230	N13.HOG0006576
map05231	N13.HOG0006576
map00310	N13.HOG0006577
map00514	N13.HOG0006577
map04151	N13.HOG0006578
map04510	N13.HOG0006578
map04512	N13.HOG0006578
map04926	N13.HOG0006578
map04933	N13.HOG0006578
map04974	N13.HOG0006578
map05146	N13.HOG0006578
map05165	N13.HOG0006578
map05200	N13.HOG0006578
map05222	N13.HOG0006578
map04151	N13.HOG0006579
map04510	N13.HOG0006579
map04512	N13.HOG0006579
map04926	N13.HOG0006579
map04933	N13.HOG0006579
map04974	N13.HOG0006579
map05146	N13.HOG0006579
map05165	N13.HOG0006579
map05200	N13.HOG0006579
map05222	N13.HOG0006579
map03040	N13.HOG0006582
map00970	N13.HOG0006583
map04011	N13.HOG0006584
map04013	N13.HOG0006584
map04110	N13.HOG0006584
map04114	N13.HOG0006584
map04151	N13.HOG0006584
map04212	N13.HOG0006584
map04390	N13.HOG0006584
map04391	N13.HOG0006584
map04722	N13.HOG0006584
map05161	N13.HOG0006584
map05169	N13.HOG0006584
map05203	N13.HOG0006584
map04360	N13.HOG0006585
map04810	N13.HOG0006585
map04721	N13.HOG0006588
map04911	N13.HOG0006588
map03022	N13.HOG0006590
map05169	N13.HOG0006590
map05203	N13.HOG0006590
map04146	N13.HOG0006591
map04213	N13.HOG0006591
map05014	N13.HOG0006591
map05016	N13.HOG0006591
map05020	N13.HOG0006591
map04110	N13.HOG0006592
map04111	N13.HOG0006592
map04113	N13.HOG0006592
map04114	N13.HOG0006592
map04120	N13.HOG0006592
map04914	N13.HOG0006592
map05166	N13.HOG0006592
map04024	N13.HOG0006593
map04080	N13.HOG0006593
map04150	N13.HOG0006594
map04310	N13.HOG0006594
map04360	N13.HOG0006594
map04390	N13.HOG0006594
map04550	N13.HOG0006594
map04916	N13.HOG0006594
map04919	N13.HOG0006594
map04934	N13.HOG0006594
map05165	N13.HOG0006594
map05166	N13.HOG0006594
map05200	N13.HOG0006594
map05205	N13.HOG0006594
map05217	N13.HOG0006594
map05224	N13.HOG0006594
map05225	N13.HOG0006594
map05226	N13.HOG0006594
map00512	N13.HOG0006595
map01100	N13.HOG0006595
map05130	N13.HOG0006598
map05016	N13.HOG0006600
map03018	N13.HOG0006602
map04212	N13.HOG0006602
map04940	N13.HOG0006602
map05134	N13.HOG0006602
map05152	N13.HOG0006602
map04714	N13.HOG0006606
map00564	N13.HOG0006607
map04725	N13.HOG0006607
map03008	N13.HOG0006608
map04020	N13.HOG0006610
map04022	N13.HOG0006610
map04080	N13.HOG0006610
map04714	N13.HOG0006610
map04923	N13.HOG0006610
map04924	N13.HOG0006610
map04970	N13.HOG0006610
map03410	N13.HOG0006611
map04621	N13.HOG0006612
map05418	N13.HOG0006612
map04137	N13.HOG0006613
map04144	N13.HOG0006614
map04217	N13.HOG0006614
map04360	N13.HOG0006615
map04111	N13.HOG0006617
map01521	N13.HOG0006619
map04010	N13.HOG0006619
map04014	N13.HOG0006619
map04010	N13.HOG0006622
map04014	N13.HOG0006622
map04015	N13.HOG0006622
map04151	N13.HOG0006622
map04810	N13.HOG0006622
map05200	N13.HOG0006622
map05218	N13.HOG0006622
map05224	N13.HOG0006622
map05226	N13.HOG0006622
map03008	N13.HOG0006627
map03013	N13.HOG0006627
map03015	N13.HOG0006627
map03040	N13.HOG0006627
map03010	N13.HOG0006628
map04013	N13.HOG0006631
map04015	N13.HOG0006631
map04810	N13.HOG0006631
map05131	N13.HOG0006631
map05132	N13.HOG0006631
map04360	N13.HOG0006635
map04810	N13.HOG0006635
map04072	N13.HOG0006643
map04140	N13.HOG0006643
map04150	N13.HOG0006643
map04151	N13.HOG0006643
map04152	N13.HOG0006643
map04211	N13.HOG0006643
map04218	N13.HOG0006643
map04714	N13.HOG0006643
map04910	N13.HOG0006643
map04919	N13.HOG0006643
map05165	N13.HOG0006643
map05231	N13.HOG0006643
map04390	N13.HOG0006645
map04391	N13.HOG0006645
map04392	N13.HOG0006645
map00920	N13.HOG0006652
map04010	N13.HOG0006653
map04013	N13.HOG0006653
map04624	N13.HOG0006653
map04912	N13.HOG0006653
map00270	N13.HOG0006654
map01100	N13.HOG0006654
map04141	N13.HOG0006656
map00230	N13.HOG0006659
map00240	N13.HOG0006659
map01100	N13.HOG0006659
map03020	N13.HOG0006659
map00280	N13.HOG0006660
map01100	N13.HOG0006660
map03040	N13.HOG0006661
map04910	N13.HOG0006663
map00790	N13.HOG0006664
map01100	N13.HOG0006664
map01523	N13.HOG0006664
map02010	N13.HOG0006668
map00230	N13.HOG0006669
map00240	N13.HOG0006669
map03050	N13.HOG0006671
map05169	N13.HOG0006671
map04064	N13.HOG0006672
map04214	N13.HOG0006672
map04217	N13.HOG0006672
map04620	N13.HOG0006672
map04621	N13.HOG0006672
map04622	N13.HOG0006672
map04657	N13.HOG0006672
map04668	N13.HOG0006672
map05160	N13.HOG0006672
map05165	N13.HOG0006672
map05167	N13.HOG0006672
map05168	N13.HOG0006672
map05169	N13.HOG0006672
map05200	N13.HOG0006672
map05203	N13.HOG0006672
map05222	N13.HOG0006672
map00230	N13.HOG0006674
map00240	N13.HOG0006674
map01100	N13.HOG0006674
map03020	N13.HOG0006674
map05016	N13.HOG0006674
map05169	N13.HOG0006674
map00520	N13.HOG0006678
map01100	N13.HOG0006678
map00071	N13.HOG0006681
map00310	N13.HOG0006681
map00362	N13.HOG0006681
map00380	N13.HOG0006681
map01100	N13.HOG0006681
map01120	N13.HOG0006681
map01130	N13.HOG0006681
map04130	N13.HOG0006684
map00130	N13.HOG0006687
map00270	N13.HOG0006687
map00350	N13.HOG0006687
map00360	N13.HOG0006687
map00400	N13.HOG0006687
map00401	N13.HOG0006687
map00950	N13.HOG0006687
map00960	N13.HOG0006687
map01100	N13.HOG0006687
map01110	N13.HOG0006687
map01130	N13.HOG0006687
map01230	N13.HOG0006687
map03013	N13.HOG0006688
map05165	N13.HOG0006689
map05203	N13.HOG0006689
map00534	N13.HOG0006690
map03018	N13.HOG0006693
map04360	N13.HOG0006695
map03010	N13.HOG0006696
map04141	N13.HOG0006696
map00260	N13.HOG0006699
map04962	N13.HOG0006700
map04976	N13.HOG0006700
map00510	N13.HOG0006702
map00513	N13.HOG0006702
map01100	N13.HOG0006702
map03008	N13.HOG0006703
map00310	N13.HOG0006704
map00270	N13.HOG0006706
map01100	N13.HOG0006706
map00640	N13.HOG0006707
map01100	N13.HOG0006707
map03010	N13.HOG0006712
map04144	N13.HOG0006713
map04145	N13.HOG0006713
map04624	N13.HOG0006715
map04910	N13.HOG0006717
map04931	N13.HOG0006717
map00500	N13.HOG0006722
map01100	N13.HOG0006722
map04151	N13.HOG0006722
map04152	N13.HOG0006722
map04910	N13.HOG0006722
map04922	N13.HOG0006722
map04931	N13.HOG0006722
map04141	N13.HOG0006727
map04144	N13.HOG0006729
map04142	N13.HOG0006730
map04919	N13.HOG0006731
map00190	N13.HOG0006735
map01100	N13.HOG0006735
map04142	N13.HOG0006735
map04145	N13.HOG0006735
map04150	N13.HOG0006735
map04721	N13.HOG0006735
map05110	N13.HOG0006735
map05120	N13.HOG0006735
map05152	N13.HOG0006735
map05323	N13.HOG0006735
map04142	N13.HOG0006737
map00563	N13.HOG0006740
map01100	N13.HOG0006740
map03008	N13.HOG0006741
map03040	N13.HOG0006742
map00280	N13.HOG0006746
map00640	N13.HOG0006746
map01100	N13.HOG0006746
map01110	N13.HOG0006746
map01130	N13.HOG0006746
map04144	N13.HOG0006750
map04141	N13.HOG0006751
map04137	N13.HOG0006753
map05012	N13.HOG0006753
map00740	N13.HOG0006755
map01100	N13.HOG0006755
map01110	N13.HOG0006755
map04024	N13.HOG0006757
map04152	N13.HOG0006757
map04371	N13.HOG0006757
map04714	N13.HOG0006757
map04910	N13.HOG0006757
map04923	N13.HOG0006757
map04925	N13.HOG0006757
map00920	N13.HOG0006758
map04212	N13.HOG0006759
map05134	N13.HOG0006759
map04110	N13.HOG0006760
map04111	N13.HOG0006760
map04113	N13.HOG0006760
map04114	N13.HOG0006760
map04120	N13.HOG0006760
map04914	N13.HOG0006760
map05166	N13.HOG0006760
map01524	N13.HOG0006765
map04010	N13.HOG0006765
map04013	N13.HOG0006765
map04071	N13.HOG0006765
map04141	N13.HOG0006765
map04210	N13.HOG0006765
map04214	N13.HOG0006765
map04530	N13.HOG0006765
map04668	N13.HOG0006765
map04714	N13.HOG0006765
map04722	N13.HOG0006765
map04932	N13.HOG0006765
map05014	N13.HOG0006765
map05418	N13.HOG0006765
map04745	N13.HOG0006766
map04136	N13.HOG0006767
map04138	N13.HOG0006767
map04140	N13.HOG0006767
map00900	N13.HOG0006768
map01130	N13.HOG0006768
map04530	N13.HOG0006773
map04960	N13.HOG0006773
map05165	N13.HOG0006773
map00410	N13.HOG0006781
map00640	N13.HOG0006781
map01100	N13.HOG0006781
map04146	N13.HOG0006781
map04152	N13.HOG0006781
map05231	N13.HOG0006782
map00040	N13.HOG0006783
map01100	N13.HOG0006783
map03040	N13.HOG0006784
map00650	N13.HOG0006787
map03030	N13.HOG0006792
map04110	N13.HOG0006792
map04111	N13.HOG0006792
map04113	N13.HOG0006792
map00190	N13.HOG0006793
map01100	N13.HOG0006793
map04714	N13.HOG0006793
map05010	N13.HOG0006793
map05012	N13.HOG0006793
map05016	N13.HOG0006793
map00310	N13.HOG0006795
map03040	N13.HOG0006796
map04657	N13.HOG0006796
map05168	N13.HOG0006796
map03040	N13.HOG0006797
map04141	N13.HOG0006799
map04010	N13.HOG0006800
map00190	N13.HOG0006801
map01100	N13.HOG0006801
map04714	N13.HOG0006801
map00770	N13.HOG0006802
map01100	N13.HOG0006802
map04144	N13.HOG0006804
map04212	N13.HOG0006805
map05168	N13.HOG0006805
map04020	N13.HOG0006810
map04080	N13.HOG0006810
map04540	N13.HOG0006810
map04726	N13.HOG0006810
map04750	N13.HOG0006810
map04137	N13.HOG0006811
map04013	N13.HOG0006816
map04976	N13.HOG0006817
map00230	N13.HOG0006819
map03010	N13.HOG0006820
map04120	N13.HOG0006824
map04146	N13.HOG0006825
map03410	N13.HOG0006828
map04140	N13.HOG0006828
map04217	N13.HOG0006828
map05200	N13.HOG0006829
map05220	N13.HOG0006829
map03060	N13.HOG0006830
map00230	N13.HOG0006831
map00240	N13.HOG0006831
map01100	N13.HOG0006831
map03020	N13.HOG0006831
map05016	N13.HOG0006831
map05169	N13.HOG0006831
map04340	N13.HOG0006832
map04341	N13.HOG0006832
map04360	N13.HOG0006832
map04120	N13.HOG0006835
map04141	N13.HOG0006835
map05012	N13.HOG0006835
map00600	N13.HOG0006836
map01100	N13.HOG0006836
map04071	N13.HOG0006836
map04024	N13.HOG0006838
map04080	N13.HOG0006838
map04610	N13.HOG0006838
map04971	N13.HOG0006838
map05150	N13.HOG0006838
map05165	N13.HOG0006839
map05203	N13.HOG0006839
map00600	N13.HOG0006844
map01100	N13.HOG0006844
map04071	N13.HOG0006844
map00520	N13.HOG0006845
map01100	N13.HOG0006845
map04210	N13.HOG0006845
map04214	N13.HOG0006845
map04215	N13.HOG0006845
map05012	N13.HOG0006845
map00010	N13.HOG0006846
map00710	N13.HOG0006846
map01100	N13.HOG0006846
map01110	N13.HOG0006846
map01120	N13.HOG0006846
map01130	N13.HOG0006846
map01200	N13.HOG0006846
map01230	N13.HOG0006846
map00564	N13.HOG0006847
map01100	N13.HOG0006847
map05231	N13.HOG0006847
map03010	N13.HOG0006848
map00561	N13.HOG0006851
map00564	N13.HOG0006851
map01100	N13.HOG0006851
map01110	N13.HOG0006851
map04072	N13.HOG0006851
map02024	N13.HOG0006854
map03060	N13.HOG0006854
map03070	N13.HOG0006854
map00310	N13.HOG0006856
map04140	N13.HOG0006858
map04211	N13.HOG0006858
map03013	N13.HOG0006860
map04010	N13.HOG0006862
map04013	N13.HOG0006862
map03015	N13.HOG0006863
map04620	N13.HOG0006863
map05142	N13.HOG0006863
map05143	N13.HOG0006863
map05144	N13.HOG0006863
map05152	N13.HOG0006863
map05162	N13.HOG0006863
map05168	N13.HOG0006863
map00260	N13.HOG0006866
map00230	N13.HOG0006867
map00983	N13.HOG0006867
map01100	N13.HOG0006867
map04138	N13.HOG0006870
map04340	N13.HOG0006871
map04918	N13.HOG0006871
map04979	N13.HOG0006871
map04520	N13.HOG0006875
map04066	N13.HOG0006876
map04120	N13.HOG0006876
map05200	N13.HOG0006876
map05211	N13.HOG0006876
map04024	N13.HOG0006878
map04062	N13.HOG0006878
map04510	N13.HOG0006878
map04650	N13.HOG0006878
map04660	N13.HOG0006878
map04662	N13.HOG0006878
map04664	N13.HOG0006878
map04666	N13.HOG0006878
map04670	N13.HOG0006878
map04810	N13.HOG0006878
map04142	N13.HOG0006879
map03015	N13.HOG0006880
map04970	N13.HOG0006880
map00600	N13.HOG0006881
map01100	N13.HOG0006881
map04071	N13.HOG0006881
map04138	N13.HOG0006881
map00230	N13.HOG0006883
map01100	N13.HOG0006883
map01110	N13.HOG0006883
map01130	N13.HOG0006883
map03008	N13.HOG0006883
map00780	N13.HOG0006885
map01100	N13.HOG0006885
map01523	N13.HOG0006888
map04010	N13.HOG0006888
map04014	N13.HOG0006888
map04062	N13.HOG0006888
map04064	N13.HOG0006888
map04068	N13.HOG0006888
map04150	N13.HOG0006888
map04151	N13.HOG0006888
map04210	N13.HOG0006888
map04380	N13.HOG0006888
map04620	N13.HOG0006888
map04621	N13.HOG0006888
map04622	N13.HOG0006888
map04623	N13.HOG0006888
map04624	N13.HOG0006888
map04657	N13.HOG0006888
map04658	N13.HOG0006888
map04659	N13.HOG0006888
map04660	N13.HOG0006888
map04662	N13.HOG0006888
map04668	N13.HOG0006888
map04722	N13.HOG0006888
map04910	N13.HOG0006888
map04920	N13.HOG0006888
map04930	N13.HOG0006888
map04931	N13.HOG0006888
map04932	N13.HOG0006888
map05120	N13.HOG0006888
map05131	N13.HOG0006888
map05142	N13.HOG0006888
map05145	N13.HOG0006888
map05160	N13.HOG0006888
map05161	N13.HOG0006888
map05162	N13.HOG0006888
map05164	N13.HOG0006888
map05165	N13.HOG0006888
map05166	N13.HOG0006888
map05167	N13.HOG0006888
map05168	N13.HOG0006888
map05169	N13.HOG0006888
map05200	N13.HOG0006888
map05206	N13.HOG0006888
map05212	N13.HOG0006888
map05215	N13.HOG0006888
map05220	N13.HOG0006888
map05221	N13.HOG0006888
map05222	N13.HOG0006888
map05418	N13.HOG0006888
map03320	N13.HOG0006890
map04151	N13.HOG0006890
map04214	N13.HOG0006890
map04659	N13.HOG0006890
map04919	N13.HOG0006890
map04920	N13.HOG0006890
map04932	N13.HOG0006890
map04976	N13.HOG0006890
map05160	N13.HOG0006890
map05200	N13.HOG0006890
map05202	N13.HOG0006890
map05216	N13.HOG0006890
map05222	N13.HOG0006890
map05223	N13.HOG0006890
map05226	N13.HOG0006890
map04610	N13.HOG0006894
map03010	N13.HOG0006896
map04146	N13.HOG0006896
map04110	N13.HOG0006897
map04111	N13.HOG0006897
map04113	N13.HOG0006897
map04114	N13.HOG0006897
map04914	N13.HOG0006897
map05166	N13.HOG0006897
map04141	N13.HOG0006899
map04141	N13.HOG0006903
map04612	N13.HOG0006903
map04510	N13.HOG0006905
map04611	N13.HOG0006905
map04670	N13.HOG0006905
map04810	N13.HOG0006905
map00512	N13.HOG0006906
map01100	N13.HOG0006906
map03013	N13.HOG0006910
map04010	N13.HOG0006911
map04013	N13.HOG0006911
map04214	N13.HOG0006911
map04550	N13.HOG0006911
map05202	N13.HOG0006911
map05221	N13.HOG0006911
map04550	N13.HOG0006918
map04110	N13.HOG0006919
map04152	N13.HOG0006919
map04218	N13.HOG0006919
map04914	N13.HOG0006919
map05161	N13.HOG0006919
map05165	N13.HOG0006919
map05169	N13.HOG0006919
map05203	N13.HOG0006919
map03008	N13.HOG0006920
map04144	N13.HOG0006921
map04350	N13.HOG0006921
map00520	N13.HOG0006923
map00970	N13.HOG0006924
map00190	N13.HOG0006925
map01100	N13.HOG0006925
map04714	N13.HOG0006925
map04723	N13.HOG0006925
map04932	N13.HOG0006925
map05010	N13.HOG0006925
map05012	N13.HOG0006925
map05016	N13.HOG0006925
map05165	N13.HOG0006925
map05200	N13.HOG0006925
map05224	N13.HOG0006925
map03050	N13.HOG0006927
map05169	N13.HOG0006927
map00562	N13.HOG0006929
map01521	N13.HOG0006929
map04068	N13.HOG0006929
map04070	N13.HOG0006929
map04071	N13.HOG0006929
map04115	N13.HOG0006929
map04140	N13.HOG0006929
map04150	N13.HOG0006929
map04151	N13.HOG0006929
map04212	N13.HOG0006929
map04218	N13.HOG0006929
map04510	N13.HOG0006929
map04931	N13.HOG0006929
map05161	N13.HOG0006929
map05165	N13.HOG0006929
map05200	N13.HOG0006929
map05206	N13.HOG0006929
map05213	N13.HOG0006929
map05214	N13.HOG0006929
map05215	N13.HOG0006929
map05218	N13.HOG0006929
map05222	N13.HOG0006929
map05224	N13.HOG0006929
map05225	N13.HOG0006929
map05230	N13.HOG0006929
map03010	N13.HOG0006930
map04919	N13.HOG0006931
map03040	N13.HOG0006934
map03060	N13.HOG0006935
map04141	N13.HOG0006935
map04970	N13.HOG0006937
map05034	N13.HOG0006941
map05165	N13.HOG0006941
map05203	N13.HOG0006941
map00140	N13.HOG0006942
map00510	N13.HOG0006943
map00513	N13.HOG0006943
map01100	N13.HOG0006943
map04141	N13.HOG0006943
map03015	N13.HOG0006944
map00051	N13.HOG0006946
map00520	N13.HOG0006946
map01100	N13.HOG0006946
map03008	N13.HOG0006947
map04710	N13.HOG0006949
map00510	N13.HOG0006952
map00513	N13.HOG0006952
map01100	N13.HOG0006952
map04141	N13.HOG0006952
map04013	N13.HOG0006953
map03040	N13.HOG0006958
map04115	N13.HOG0006959
map04150	N13.HOG0006959
map04211	N13.HOG0006959
map04013	N13.HOG0006960
map00010	N13.HOG0006961
map00020	N13.HOG0006961
map00620	N13.HOG0006961
map01100	N13.HOG0006961
map01110	N13.HOG0006961
map01120	N13.HOG0006961
map01130	N13.HOG0006961
map03320	N13.HOG0006961
map04068	N13.HOG0006961
map04151	N13.HOG0006961
map04152	N13.HOG0006961
map04910	N13.HOG0006961
map04920	N13.HOG0006961
map04922	N13.HOG0006961
map04931	N13.HOG0006961
map04964	N13.HOG0006961
map04141	N13.HOG0006962
map04145	N13.HOG0006962
map04612	N13.HOG0006962
map05142	N13.HOG0006962
map05166	N13.HOG0006962
map04371	N13.HOG0006965
map05016	N13.HOG0006965
map04110	N13.HOG0006972
map04111	N13.HOG0006972
map04113	N13.HOG0006972
map04114	N13.HOG0006972
map04120	N13.HOG0006972
map04914	N13.HOG0006972
map05166	N13.HOG0006972
map03010	N13.HOG0006976
map00920	N13.HOG0006977
map04137	N13.HOG0006979
map04214	N13.HOG0006979
map04141	N13.HOG0006980
map04141	N13.HOG0006981
map03013	N13.HOG0006982
map04140	N13.HOG0006983
map03040	N13.HOG0006984
map00260	N13.HOG0006985
map00680	N13.HOG0006985
map01100	N13.HOG0006985
map01120	N13.HOG0006985
map01130	N13.HOG0006985
map01200	N13.HOG0006985
map01230	N13.HOG0006985
map04141	N13.HOG0006992
map04145	N13.HOG0006992
map04612	N13.HOG0006992
map04918	N13.HOG0006992
map05166	N13.HOG0006992
map03010	N13.HOG0006994
map04010	N13.HOG0006995
map04013	N13.HOG0006995
map04141	N13.HOG0006996
map00130	N13.HOG0006999
map01100	N13.HOG0006999
map01110	N13.HOG0006999
map00900	N13.HOG0007001
map01110	N13.HOG0007001
map03013	N13.HOG0007003
map00030	N13.HOG0007005
map04122	N13.HOG0007006
map05016	N13.HOG0007012
map05202	N13.HOG0007013
map00564	N13.HOG0007014
map04146	N13.HOG0007014
map00564	N13.HOG0007016
map00565	N13.HOG0007016
map00590	N13.HOG0007016
map00591	N13.HOG0007016
map00592	N13.HOG0007016
map01100	N13.HOG0007016
map01110	N13.HOG0007016
map04014	N13.HOG0007016
map04270	N13.HOG0007016
map04750	N13.HOG0007016
map03440	N13.HOG0007017
map03460	N13.HOG0007017
map04110	N13.HOG0007018
map04111	N13.HOG0007018
map04113	N13.HOG0007018
map04114	N13.HOG0007018
map04150	N13.HOG0007019
map00860	N13.HOG0007020
map03015	N13.HOG0007021
map04144	N13.HOG0007022
map03030	N13.HOG0007024
map03410	N13.HOG0007024
map03420	N13.HOG0007024
map03430	N13.HOG0007024
map04110	N13.HOG0007024
map04530	N13.HOG0007024
map05161	N13.HOG0007024
map05166	N13.HOG0007024
map04510	N13.HOG0007025
map04530	N13.HOG0007025
map04611	N13.HOG0007025
map04670	N13.HOG0007025
map04810	N13.HOG0007025
map04130	N13.HOG0007028
map04145	N13.HOG0007028
map05134	N13.HOG0007028
map00515	N13.HOG0007030
map01100	N13.HOG0007030
map05231	N13.HOG0007031
map02024	N13.HOG0007032
map03060	N13.HOG0007032
map03070	N13.HOG0007032
map00020	N13.HOG0007035
map00630	N13.HOG0007035
map00720	N13.HOG0007035
map01100	N13.HOG0007035
map01110	N13.HOG0007035
map01120	N13.HOG0007035
map01130	N13.HOG0007035
map01200	N13.HOG0007035
map01210	N13.HOG0007035
map01230	N13.HOG0007035
map03040	N13.HOG0007036
map04310	N13.HOG0007037
map04330	N13.HOG0007037
map04722	N13.HOG0007037
map05010	N13.HOG0007037
map05165	N13.HOG0007037
map01522	N13.HOG0007038
map04010	N13.HOG0007038
map04011	N13.HOG0007038
map04013	N13.HOG0007038
map04015	N13.HOG0007038
map04068	N13.HOG0007038
map04071	N13.HOG0007038
map04139	N13.HOG0007038
map04212	N13.HOG0007038
map04218	N13.HOG0007038
map04261	N13.HOG0007038
map04370	N13.HOG0007038
map04380	N13.HOG0007038
map04550	N13.HOG0007038
map04611	N13.HOG0007038
map04620	N13.HOG0007038
map04621	N13.HOG0007038
map04622	N13.HOG0007038
map04624	N13.HOG0007038
map04657	N13.HOG0007038
map04658	N13.HOG0007038
map04659	N13.HOG0007038
map04660	N13.HOG0007038
map04664	N13.HOG0007038
map04668	N13.HOG0007038
map04670	N13.HOG0007038
map04714	N13.HOG0007038
map04722	N13.HOG0007038
map04723	N13.HOG0007038
map04728	N13.HOG0007038
map04750	N13.HOG0007038
map04912	N13.HOG0007038
map04914	N13.HOG0007038
map04917	N13.HOG0007038
map04926	N13.HOG0007038
map04933	N13.HOG0007038
map05014	N13.HOG0007038
map05120	N13.HOG0007038
map05131	N13.HOG0007038
map05132	N13.HOG0007038
map05133	N13.HOG0007038
map05140	N13.HOG0007038
map05142	N13.HOG0007038
map05145	N13.HOG0007038
map05152	N13.HOG0007038
map05160	N13.HOG0007038
map05164	N13.HOG0007038
map05167	N13.HOG0007038
map05169	N13.HOG0007038
map05205	N13.HOG0007038
map05418	N13.HOG0007038
map03013	N13.HOG0007040
map03010	N13.HOG0007041
map04146	N13.HOG0007044
map03008	N13.HOG0007046
map04714	N13.HOG0007048
map04722	N13.HOG0007048
map05205	N13.HOG0007048
map03008	N13.HOG0007049
map00562	N13.HOG0007050
map01100	N13.HOG0007050
map04070	N13.HOG0007050
map04962	N13.HOG0007051
map05016	N13.HOG0007051
map04150	N13.HOG0007054
map04152	N13.HOG0007054
map00520	N13.HOG0007056
map01100	N13.HOG0007056
map04014	N13.HOG0007057
map04962	N13.HOG0007058
map03040	N13.HOG0007059
map03040	N13.HOG0007060
map03460	N13.HOG0007061
map00230	N13.HOG0007065
map00240	N13.HOG0007065
map03018	N13.HOG0007065
map00564	N13.HOG0007066
map01100	N13.HOG0007066
map00510	N13.HOG0007068
map01100	N13.HOG0007068
map04723	N13.HOG0007069
map04745	N13.HOG0007069
map04925	N13.HOG0007069
map00564	N13.HOG0007071
map04923	N13.HOG0007072
map04144	N13.HOG0007077
map04666	N13.HOG0007077
map04810	N13.HOG0007077
map05100	N13.HOG0007077
map05130	N13.HOG0007077
map05131	N13.HOG0007077
map05132	N13.HOG0007077
map00600	N13.HOG0007079
